#Entry	Entry name	Length	Organism
P26065	NCAP_I80A1	498	Influenza A virus (strain A/Duck/Australia/749/1980 H1N1)
O90385	NCAP_I80A6	498	Influenza A virus (strain A/Duck/Hokkaido/8/1980 H3N8)
P15670	NCAP_I80AD	498	Influenza A virus (strain A/Gull/Minnesota/945/1980 H13N6)
P26087	NCAP_I81A4	498	Influenza A virus (strain A/Swine/Ontario/2/1981 H1N1)
P26090	NCAP_I83A0	498	Influenza A virus (strain A/Swine/Dandong/9/1983 H3N2)
Q07546	NCAP_I86A1	498	Influenza A virus (strain A/Memphis/6/1986 H3N2)
Q07550	NCAP_I87A0	498	Influenza A virus (strain A/Shanghai/11/1987 H3N2)
P69290	NCAP_I89A1	498	Influenza A virus (strain A/Beijing/352/1989 H3N2)
P26092	NCAP_I89A6	498	Influenza A virus (strain A/Swine/Italy/839/1989 H1N1)
O91743	NCAP_I93A0	498	Influenza A virus (strain A/Kitakyushu/159/1993 H3N2)
O36433	NCAP_INBP9	560	Influenza B virus (strain B/Panama/45/1990)
P31609	NCAP_I54A0	498	Influenza A virus (strain A/Leningrad/1/1954 H1N1)
P15681	NCAP_I61A0	498	Influenza A virus (strain A/Tern/South Africa/1961 H5N3)
P16979	NCAP_I63A2	498	Influenza A virus (strain A/Equine/Miami/1/1963 H3N8)
P26073	NCAP_I68A2	498	Influenza A virus (strain A/Victoria/5/1968 H2N2)
P68881	NCAP_I69A1	498	Influenza A virus (strain A/Duck/Pennsylvania/1/1969 H6N1)
P21931	NCAP_I72A5	498	Influenza A virus (strain A/Shearwater/Australia/1972 H6N5)
P15673	NCAP_I73A4	498	Influenza A virus (strain A/Equine/London/1416/1973 H7N7)
P18069	NCAP_I77AA	498	Influenza A virus (strain A/Brazil/11/1978 H1N1)
P15665	NCAP_I77AF	498	Influenza A virus (strain A/Gull/Maryland/704/1977 H13N6)
P16314	NCAP_I79A4	498	Influenza A virus (strain A/Kiev/59/1979 H1N1)
Q07552	NCAP_I80A0	498	Influenza A virus (strain A/Shanghai/31/1980 H3N2)
P15669	NCAP_I80AC	498	Influenza A virus (strain A/Gull/Massachusetts/26/1980 H13N6)
P26086	NCAP_I81A1	498	Influenza A virus (strain A/Swine/Italy/141/1981 H1N1)
P69298	NCAP_I82A1	498	Influenza A virus (strain A/Mallard/Astrakhan/263/1982 H14N5) (Influenza A virus (strain A/Mallard/Gurjev/263/1982 H14N5))
P15661	NCAP_I83A5	498	Influenza A virus (strain A/Chicken/Pennsylvania/1/1983 H5N2)
P16983	NCAP_I84A3	498	Influenza A virus (strain A/Mink/Sweden/1984 H10N4)
P69294	NCAP_I85A0	498	Influenza A virus (strain A/Memphis/14/1985 H3N2)
P15676	NCAP_I85A7	498	Influenza A virus (strain A/Ruddy Turnstone/New Jersey/47/1985 H4N6)
P69293	NCAP_I87A2	498	Influenza A virus (strain A/Guangdong/9/1987 H3N2)
P68042	NCAP_I88A5	498	Influenza A virus (strain A/Swine/Iowa/17672/1988 H1N1)
P69291	NCAP_I89A2	498	Influenza A virus (strain A/Beijing/353/1989 H3N2)
O92784	NCAP_I97A1	498	Influenza A virus (strain A/Hong Kong/156/1997 H5N1 genotype Gs/Gd)
P04666	NCAP_INBSI	560	Influenza B virus (strain B/Singapore/222/1979)
P26029	NCAP_MEASI	525	Measles virus (strain IP-3-Ca) (MeV) (Subacute sclerose panencephalitis virus)
Q8QPJ5	NCAP_I00A0	498	Influenza A virus (strain A/Duck/Hong Kong/2986.1/2000 H5N1 genotype C)
Q809S7	NCAP_I01A2	498	Influenza A virus (strain A/Chicken/Hong Kong/FY150/2001 H5N1 genotype D)
Q6DPE7	NCAP_I02A3	498	Influenza A virus (strain A/Chicken/Hong Kong/37.4/2002 H5N1 genotype X2)
Q6DPD2	NCAP_I02A7	498	Influenza A virus (strain A/Teal/China/2978.1/2002 H5N1 genotype W)
P12604	NCAP_I34A0	498	Influenza A virus (strain A/Fowl plague virus/Rostock/8/1934 H7N1)
P26089	NCAP_I35A1	498	Influenza A virus (strain A/Swine/Cambridge/1/1935 H1N1)
P26077	NCAP_I37A0	498	Influenza A virus (strain A/Swine/29/1937 H1N1)
Q0A2H2	NCAP_I59A0	498	Influenza A virus (strain A/Chicken/Scotland/1959 H5N1)
Q3YPZ1	NCAP_I71A1	498	Influenza A virus (strain A/Memphis/1/1971 H3N2)
P07381	NCAP_I73A0	498	Influenza A virus (strain A/Parrot/Ulster/1973 H7N1)
Q09159	NCAP_I77A5	498	Influenza A virus (strain A/Guangdong/38/1977 H3N2)
P15660	NCAP_I77AG	498	Influenza A virus (strain A/Budgerigar/Hokkaido/1/1977 H4N6)
P26064	NCAP_I78A5	498	Influenza A virus (strain A/Duck/Beijing/1/1978 H3N6)
Q08035	NCAP_I78A8	498	Influenza A virus (strain A/Memphis/18/1978 H3N2)
Q08034	NCAP_I78A7	498	Influenza A virus (strain A/Memphis/2/1978 H3N2)
P23997	NCAP_I83A2	498	Influenza A virus (strain A/Ohio/4/1983 H1N1)
P15668	NCAP_I84A4	498	Influenza A virus (strain A/Gull/Astrakhan/227/1984 H13N6)
P15678	NCAP_I85A4	498	Influenza A virus (strain A/Swine/Netherlands/12/1985 H1N1)
Q07545	NCAP_I88A2	498	Influenza A virus (strain A/Memphis/3/1988 H3N2)
P68043	NCAP_I88A7	498	Influenza A virus (strain A/Wisconsin/3523/1988 H1N1)
P69292	NCAP_I89A3	498	Influenza A virus (strain A/Guangdong/39/1989 H3N2)
P26068	NCAP_I89A7	498	Influenza A virus (strain A/Equine/Jillin/1/1989 H3N8)
Q9Q0U8	NCAP_I96A0	498	Influenza A virus (strain A/Goose/Guangdong/1/1996 H5N1 genotype Gs/Gd)
P13884	NCAP_INBAC	560	Influenza B virus (strain B/Ann Arbor/1/1966 [cold-adapted])
P04665	NCAP_INBLE	560	Influenza B virus (strain B/Lee/1940)
Q9WMB5	NCAP_MEASC	525	Measles virus (strain Ichinose-B95a) (MeV) (Subacute sclerose panencephalitis virus)
Q89933	NCAP_MEASF	525	Measles virus (strain Edmonston B) (MeV) (Subacute sclerose panencephalitis virus)
B1AAA7	NCAP_MEASS	525	Measles virus (strain Shanghai-191 vaccine) (MeV)
P26030	NCAP_MEASY	525	Measles virus (strain Yamagata-1) (MeV) (Subacute sclerose panencephalitis virus)
Q6DPE9	NCAP_I02A1	498	Influenza A virus (strain A/Guinea fowl/Hong Kong/38/2002 H5N1 genotype X0)
Q6J8B1	NCAP_I02A5	498	Influenza A virus (strain A/Chicken/Hong Kong/96.1/2002 H5N1 genotype Y)
Q2LFN9	NCAP_I05A1	485	Influenza A virus (strain A/Goose/Guangxi/345/2005 H5N1 genotype G)
Q5UEW0	NCAP_I18A0	498	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza A virus (strain A/South Carolina/1/1918 H1N1))
Q6DPC7	NCAP_I03A1	498	Influenza A virus (strain A/Chicken/Shantou/4231/2003 H5N1 genotype V)
Q0A444	NCAP_I49A1	498	Influenza A virus (strain A/Duck/Germany/1949 H10N7)
P26055	NCAP_I53A0	498	Influenza A virus (strain A/Duck/Manitoba/1/1953 H10N7)
P15662	NCAP_I56A1	498	Influenza A virus (strain A/Duck/Czechoslovakia/1956 H4N6)
P16980	NCAP_I56A3	498	Influenza A virus (strain A/Equine/Prague/1/1956 H7N7)
P21433	NCAP_I60A0	498	Influenza A virus (strain A/Ann Arbor/6/1960 H2N2)
P26083	NCAP_I61A1	498	Influenza A virus (strain A/Swine/Wisconsin/1/1961 H1N1)
P26056	NCAP_I66A0	498	Influenza A virus (strain A/Turkey/Ontario/7732/1966 H5N9)
P22435	NCAP_I68A4	498	Influenza A virus (strain A/Hong Kong/1/1968 H3N2)
Q08041	NCAP_I72A4	498	Influenza A virus (strain A/Memphis/101/1972 H3N2)
Q08031	NCAP_I73A3	498	Influenza A virus (strain A/Memphis/1/1973 H3N2)
P16978	NCAP_I75A2	498	Influenza A virus (strain A/Duck/Hong Kong/7/1975 H3N2)
P16986	NCAP_I76AA	498	Influenza A virus (strain A/Swine/Hong Kong/6/1976 H3N2)
P69299	NCAP_I77A3	498	Influenza A virus (strain A/Duck/Bavaria/2/1977 H1N1)
P26059	NCAP_I77AE	498	Influenza A virus (strain A/Gull/Maryland/5/1977 H11N9)
P06826	NCAP_I78A3	498	Influenza A virus (strain A/Mallard/New York/6750/1978 H2N2)
P18070	NCAP_I78A6	498	Influenza A virus (strain A/California/10/1978 H1N1)
P26085	NCAP_I79A5	498	Influenza A virus (strain A/Swine/Italy/2/1979 H1N1)
P26053	NCAP_I80A2	498	Influenza A virus (strain A/Seal/Massachusetts/1/1980 H7N7)
P26066	NCAP_I80A5	498	Influenza A virus (strain A/Teal/Iceland/29/1980 H7N7)
P67915	NCAP_I86A3	498	Influenza A virus (strain A/Equine/Tennessee/5/1986 H3N8)
P69295	NCAP_I88A3	498	Influenza A virus (strain A/Memphis/8/1988 H3N2)
P69289	NCAP_I89A0	498	Influenza A virus (strain A/Beijing/337/1989 H3N2)
P69296	NCAP_I89A4	498	Influenza A virus (strain A/Shanghai/16/1989 H3N2)
Q08042	NCAP_I90A0	498	Influenza A virus (strain A/Shanghai/6/1990 H3N2)
P11102	NCAP_INBAA	560	Influenza B virus (strain B/Ann Arbor/1/1986)
P13885	NCAP_INBAD	560	Influenza B virus (strain B/Ann Arbor/1/1966 [wild-type])
Q809S1	NCAP_I01A3	498	Influenza A virus (strain A/Chicken/Hong Kong/715.5/2001 H5N1 genotype E)
Q6DPE6	NCAP_I02A4	498	Influenza A virus (strain A/Silky Chicken/Hong Kong/YU100/2002 H5N1 genotype X3)
P15682	NCAP_I33A0	498	Influenza A virus (strain A/Wilson-Smith/1933 H1N1) (Influenza A virus (strain A/WS/1933 H1N1))
P26076	NCAP_I35A2	498	Influenza A virus (strain A/Swine/Ohio/23/1935 H1N1)
P18277	NCAP_I76A0	498	Influenza A virus (strain A/Anas acuta/Primorje/695/1976 H2N3)
P26084	NCAP_I76AG	498	Influenza A virus (strain A/Swine/Italy/437/1976 H1N1)
Q9E5Y8	NCAP_I77A4	498	Influenza A virus (strain A/Swine/Colorado/1/1977 H3N2)
P18073	NCAP_I77AB	498	Influenza A virus (strain A/USSR/90/1977 H1N1)
P18072	NCAP_I77AH	498	Influenza A virus (strain A/Texas/1/1977 H3N2)
P15666	NCAP_I78AF	498	Influenza A virus (strain A/Gull/Maryland/1824/1978 H13N6)
P15667	NCAP_I79A8	498	Influenza A virus (strain A/Gull/Maryland/1815/1979 H13N6)
Q07548	NCAP_I80A3	498	Influenza A virus (strain A/Memphis/5/1980 H3N2)
P26060	NCAP_I81A3	498	Influenza A virus (strain A/Turkey/Minnesota/1661/1981 H1N1)
P26091	NCAP_I82A4	498	Influenza A virus (strain A/Swine/Hong Kong/126/1982 H3N2)
P15683	NCAP_I84A2	498	Influenza A virus (strain A/Whale/Maine/328/1984 H13N2)
P67914	NCAP_I86A2	498	Influenza A virus (strain A/Equine/Kentucky/2/1986 H3N8)
P04851	NCAP_MEASE	523	Measles virus (strain Edmonston) (MeV) (Subacute sclerose panencephalitis virus)
Q77M43	NCAP_MEASM	525	Measles virus (strain Edmonston-Moraten vaccine) (MeV) (Subacute sclerose panencephalitis virus)
B8PZP3	NCAP_MEASW	525	Measles virus (strain Edmonston-Schwarz vaccine) (MeV) (Subacute sclerose panencephalitis virus)
Q7TBN9	NCAP_RABVE	450	Rabies virus (strain ERA) (RABV)
Q809S5	NCAP_I01A0	498	Influenza A virus (strain A/Silky Chicken/Hong Kong/SF189/2001 H5N1 genotype A)
Q6J8C0	NCAP_I03A0	498	Influenza A virus (strain A/Hong Kong/212/2003 H5N1 genotype Z+)
P26061	NCAP_I27A0	498	Influenza A virus (strain A/Fowl plague virus/Dobson/'Dutch'/1927 H7N7)
P26069	NCAP_I40A0	498	Influenza A virus (strain A/Hickox/1940 H1N1)
P26079	NCAP_I46A1	498	Influenza A virus (strain A/Swine/Iowa/1946 H1N1)
P26080	NCAP_I49A2	498	Influenza A virus (strain A/Swine/41/1949 H1N1)
P26081	NCAP_I54A1	498	Influenza A virus (strain A/Swine/May/1954 H1N1)
P26062	NCAP_I56A2	498	Influenza A virus (strain A/Duck/England/1/1956 H11N6)
P26072	NCAP_I57A5	498	Influenza A virus (strain A/Singapore/1/1957 H2N2)
Q3SBF2	NCAP_I66A1	498	Influenza A virus (strain A/Turkey/Wisconsin/1/1966 H9N2)
Q08028	NCAP_I75A0	498	Influenza A virus (strain A/Beijing/39/1975 H3N2)
P16988	NCAP_I76AF	498	Influenza A virus (strain A/Swine/Iowa/1976/1931 H1N1)
P68882	NCAP_I80A8	498	Influenza A virus (strain A/Turkey/Minnesota/833/1980 H4N2)
P16985	NCAP_I81A0	498	Influenza A virus (strain A/Swine/Germany/2/1981 H1N1)
P69297	NCAP_I82A0	498	Influenza A virus (strain A/Mallard/Astrakhan/244/1982 H14N6) (Influenza A virus (strain A/Mallard/Gurjev/244/1982 H14N6))
P16987	NCAP_I82A7	498	Influenza A virus (strain A/Swine/Hong Kong/127/1982 H3N2)
Q0A2G1	NCAP_I83A4	498	Influenza A virus (strain A/Turkey/Ireland/1378/1983 H5N8)
P16982	NCAP_I83A8	498	Influenza A virus (strain A/Hong Kong/5/1983 H3N2)
Q6TXC0	NCAP_I85A5	498	Influenza A virus (strain A/Equine/Santiago/1/1985 H3N8)
P10050	NCAP_MEASH	525	Measles virus (strain Halle) (MeV) (Subacute sclerose panencephalitis virus)
Q08823	NCAP_PPRV	525	Peste-des-petits-ruminants virus (PPRV)
P16984	NCAP_I49A0	498	Influenza A virus (strain A/Chicken/Germany/n/1949 H10N7)
P18071	NCAP_I50A0	498	Influenza A virus (strain A/Fort Warren/1/1950 H1N1)
P68880	NCAP_I74A2	498	Influenza A virus (strain A/Duck/Memphis/928/1974 H3N8)
P26052	NCAP_I76AE	498	Influenza A virus (strain A/Whale/Pacific ocean/19/1976 H1N3)
P35972	NCAP_MEASA	525	Measles virus (strain Edmonston-AIK-C vaccine) (MeV) (Subacute sclerose panencephalitis virus)
P15677	NCAP_I30A0	498	Influenza A virus (strain A/Swine/Iowa/15/1930 H1N1)
P03466	NCAP_I34A1	498	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)
P26070	NCAP_I47A0	498	Influenza A virus (strain A/Fort Monmouth/1/1947 H1N1)
P06827	NCAP_I72A2	498	Influenza A virus (strain A/Udorn/307/1972 H3N2)
Q1PUD5	NCAP_I73A5	498	Influenza A virus (strain A/Port Chalmers/1/1973 H3N2)
Q08036	NCAP_I80A4	498	Influenza A virus (strain A/Memphis/4/1980 H3N2)
Q9WV85	NDK3_MOUSE	169	Mus musculus (Mouse)
Q13232	NDK3_HUMAN	169	Homo sapiens (Human)
O75414	NDK6_HUMAN	186	Homo sapiens (Human)
P15531	NDKA_HUMAN	152	Homo sapiens (Human)
P56597	NDK5_HUMAN	212	Homo sapiens (Human)
Q8BHB0	NOD1_MOUSE	953	Mus musculus (Mouse)
Q9Y239	NOD1_HUMAN	953	Homo sapiens (Human)
Q8IXM6	NRM_HUMAN	262	Homo sapiens (Human)
A5WUY6	STPG1_DANRE	320	Danio rerio (Zebrafish) (Brachydanio rerio)
Q3KQ80	STPG1_XENLA	352	Xenopus laevis (African clawed frog)
Q4KLY8	STPG1_RAT	341	Rattus norvegicus (Rat)
Q5TH74	STPG1_HUMAN	334	Homo sapiens (Human)
A6QQ60	STPG1_BOVIN	335	Bos taurus (Bovine)
Q9D2F5	STPG1_MOUSE	341	Mus musculus (Mouse)
Q6UX06	OLFM4_HUMAN	510	Homo sapiens (Human)
Q3UZZ4	OLFM4_MOUSE	505	Mus musculus (Mouse)
Q9DGW5	MEQ_GAHVM	339	Gallid herpesvirus 2 (strain Chicken/Md5/ATCC VR-987) (GaHV-2) (Marek's disease herpesvirus type 1)
P78599	DCOR_CANAL	473	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
P27121	DCOR_NEUCR	484	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
O22616	DCOR_SOLLC	431	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
P27117	DCOR_BOVIN	461	Bos taurus (Bovine)
P27118	DCOR_CHICK	450	Gallus gallus (Chicken)
P50134	DCOR_DATST	431	Datura stramonium (Jimsonweed) (Common thornapple)
P27116	DCOR_LEIDO	707	Leishmania donovani
P27119	DCOR_MUSPA	461	Mus pahari (Gairdner's shrew-mouse) (Coelomys pahari)
Q92445	DCOR_PARBR	79	Paracoccidioides brasiliensis
P07805	DCOR_TRYBB	423	Trypanosoma brucei brucei
P41931	DCOR_CAEEL	422	Caenorhabditis elegans
P49725	DCOR_PANRE	435	Panagrellus redivivus (Microworm)
Q9UQW9	DCOR_SCHPO	432	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
Q8S3N2	DCOR_CAPAN	435	Capsicum annuum (Bell pepper)
P09057	DCOR_RAT	461	Rattus norvegicus (Rat)
P14019	DCOR_CRIGR	455	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)
P11926	DCOR_HUMAN	461	Homo sapiens (Human)
P00860	DCOR_MOUSE	461	Mus musculus (Mouse)
P08432	DCOR_YEAST	466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27120	DCOR1_XENLA	460	Xenopus laevis (African clawed frog)
P40807	DCOR1_DROME	394	Drosophila melanogaster (Fruit fly)
P40808	DCOR2_DROME	393	Drosophila melanogaster (Fruit fly)
P11078	MU1_REOVD	708	Reovirus type 3 (strain Dearing) (T3D) (Mammalian orthoreovirus 3)
P11077	MU1_REOVL	708	Reovirus type 1 (strain Lang) (T1L) (Mammalian orthoreovirus 1)
P12397	MU1_REOVJ	708	Reovirus type 2 (strain D5/Jones) (T2J) (Mammalian orthoreovirus 2)
P03528	SIGM1_REOVD	455	Reovirus type 3 (strain Dearing) (T3D) (Mammalian orthoreovirus 3)
P04507	SIGM1_REOVJ	462	Reovirus type 2 (strain D5/Jones) (T2J) (Mammalian orthoreovirus 2)
P04506	SIGM1_REOVL	470	Reovirus type 1 (strain Lang) (T1L) (Mammalian orthoreovirus 1)
Q6RYW5	OMP38_ACIBA	356	Acinetobacter baumannii
A3M8K2	OMP38_ACIBT	356	Acinetobacter baumannii (strain ATCC 17978 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377)
A0A0D2YG00	FUB9_FUSO4	387	Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato)
W7NCP1	FUB9_GIBM7	387	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)
S0DRI9	FUB9_GIBF5	358	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)
Q703I1	OSER1_RAT	291	Rattus norvegicus (Rat)
Q9EQ09	OLR1_MOUSE	363	Mus musculus (Mouse)
Q9XTA8	OLR1_RABIT	274	Oryctolagus cuniculus (Rabbit)
O70156	OLR1_RAT	364	Rattus norvegicus (Rat)
Q9TTK7	OLR1_PIG	274	Sus scrofa (Pig)
P79391	OLR1_BOVIN	270	Bos taurus (Bovine)
P78380	OLR1_HUMAN	273	Homo sapiens (Human)
A1YER2	HTAI2_GORGO	242	Gorilla gorilla gorilla (Western lowland gorilla)
A1YFX9	HTAI2_PANPA	242	Pan paniscus (Pygmy chimpanzee) (Bonobo)
A2T7G9	HTAI2_PONPY	242	Pongo pygmaeus (Bornean orangutan)
Q9BUP3	HTAI2_HUMAN	242	Homo sapiens (Human)
Q9Z2G9	HTAI2_MOUSE	242	Mus musculus (Mouse)
P51575	P2RX1_HUMAN	399	Homo sapiens (Human)
P47824	P2RX1_RAT	399	Rattus norvegicus (Rat)
P51576	P2RX1_MOUSE	399	Mus musculus (Mouse)
Q96FX8	PERP_HUMAN	193	Homo sapiens (Human)
Q9JK95	PERP_MOUSE	193	Mus musculus (Mouse)
Q9ERV7	PIDD1_MOUSE	915	Mus musculus (Mouse)
Q9HB75	PIDD1_HUMAN	910	Homo sapiens (Human)
Q9HCN2	TPIP1_HUMAN	124	Homo sapiens (Human)
P23760	PAX3_HUMAN	479	Homo sapiens (Human)
P24610	PAX3_MOUSE	479	Mus musculus (Mouse)
Q6PFP3	PDPFA_DANRE	117	Danio rerio (Zebrafish) (Brachydanio rerio)
P01270	PTHY_HUMAN	115	Homo sapiens (Human)
Q6H236	PEG3_BOVIN	2387	Bos taurus (Bovine)
A2T7F2	PEG3_PANTR	1588	Pan troglodytes (Chimpanzee)
Q3URU2	PEG3_MOUSE	1571	Mus musculus (Mouse)
A1YFC1	PEG3_GORGO	1589	Gorilla gorilla gorilla (Western lowland gorilla)
Q9GZU2	PEG3_HUMAN	1588	Homo sapiens (Human)
A1YGK6	PEG3_PANPA	1588	Pan paniscus (Pygmy chimpanzee) (Bonobo)
Q8VI36	PAXI_MOUSE	591	Mus musculus (Mouse)
Q812D1	PSIP1_RAT	528	Rattus norvegicus (Rat)
Q66T72	PSIP1_FELCA	530	Felis catus (Cat) (Felis silvestris catus)
Q8MJG1	PSIP1_BOVIN	530	Bos taurus (Bovine)
O75475	PSIP1_HUMAN	530	Homo sapiens (Human)
Q99JF8	PSIP1_MOUSE	528	Mus musculus (Mouse)
L0T5T4	PE10_MYCTU	120	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
Q79FR3	PE13_MYCTU	99	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
Q79FS8	PE09_MYCTU	144	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
Q9UBV8	PEF1_HUMAN	284	Homo sapiens (Human)
Q95YL5	PEFA_DICDI	197	Dictyostelium discoideum (Slime mold)
Q95YL4	PEFB_DICDI	205	Dictyostelium discoideum (Slime mold)
I6X486	PE25_MYCTU	99	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
P9WIF4	PG33_MYCTO	471	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)
P9WIF5	PG33_MYCTU	498	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
P84815	PTYA_RANSV	18	Rana sevosa (Dusky gopher frog)
O88593	PGRP1_MOUSE	182	Mus musculus (Mouse)
P83221	PPIB_STRAT	166	Streptomyces antibioticus
P26882	PPID_BOVIN	370	Bos taurus (Bovine)
Q6DGG0	PPID_RAT	370	Rattus norvegicus (Rat)
Q08752	PPID_HUMAN	370	Homo sapiens (Human)
Q9CR16	PPID_MOUSE	370	Mus musculus (Mouse)
P29117	PPIF_RAT	206	Rattus norvegicus (Rat)
Q99KR7	PPIF_MOUSE	206	Mus musculus (Mouse)
P30405	PPIF_HUMAN	207	Homo sapiens (Human)
P30404	PPIF_BOVIN	208	Bos taurus (Bovine)
O35465	FKBP8_MOUSE	402	Mus musculus (Mouse)
Q14318	FKBP8_HUMAN	412	Homo sapiens (Human)
Q3B7U9	FKBP8_RAT	403	Rattus norvegicus (Rat)
Q9Y3E5	PTH2_HUMAN	179	Homo sapiens (Human)
P35763	PERF_RAT	554	Rattus norvegicus (Rat)
P10820	PERF_MOUSE	554	Mus musculus (Mouse)
P14222	PERF_HUMAN	555	Homo sapiens (Human)
Q92626	PXDN_HUMAN	1479	Homo sapiens (Human)
Q61171	PRDX2_MOUSE	198	Mus musculus (Mouse)
P30044	PRDX5_HUMAN	214	Homo sapiens (Human)
P99029	PRDX5_MOUSE	210	Mus musculus (Mouse)
Q9DCM0	ETHE1_MOUSE	254	Mus musculus (Mouse)
Q3T094	ETHE1_BOVIN	254	Bos taurus (Bovine)
O95571	ETHE1_HUMAN	254	Homo sapiens (Human)
Q9WTR8	PHLP1_RAT	1696	Rattus norvegicus (Rat)
O60346	PHLP1_HUMAN	1717	Homo sapiens (Human)
Q8CHE4	PHLP1_MOUSE	1687	Mus musculus (Mouse)
Q6ZVD8	PHLP2_HUMAN	1323	Homo sapiens (Human)
Q8BXA7	PHLP2_MOUSE	1320	Mus musculus (Mouse)
O43189	PHF1_HUMAN	567	Homo sapiens (Human)
Q7X6Y7	MMD1_ARATH	704	Arabidopsis thaliana (Mouse-ear cress)
Q9FMS5	MS1_ARATH	672	Arabidopsis thaliana (Mouse-ear cress)
Q9W3J5	SYFA_DROME	498	Drosophila melanogaster (Fruit fly)
Q9VCA5	SYFB_DROME	589	Drosophila melanogaster (Fruit fly)
A1CQL5	KEX1_ASPCL	613	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)
A2QPW5	KEX1_ASPNC	612	Aspergillus niger (strain CBS 513.88 / FGSC A1513)
C4YTG0	KEX1_CANAW	702	Candida albicans (strain WO-1) (Yeast)
E9CS37	KEX1_COCPS	641	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)
B5RUL7	KEX1_DEBHA	684	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)
A4RE47	KEX1_MAGO7	634	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)
E9ESM3	KEX1_METRA	616	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))
D1ZEM2	KEX1_SORMK	654	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)
D5G4B1	KEX1_TUBMM	625	Tuber melanosporum (strain Mel28) (Perigord black truffle)
A7TLB3	KEX1_VANPO	713	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294) (Kluyveromyces polysporus)
C8Z852	KEX1_YEAS8	737	Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast)
C5JN54	KEX1_AJEDS	638	Ajellomyces dermatitidis (strain SLH14081) (Blastomyces dermatitidis)
C5FTV7	KEX1_ARTOC	636	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)
Q5AFP8	KEX1_CANAL	702	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
B6QQZ9	KEX1_TALMQ	626	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)
Q6CFP3	KEX1_YARLI	614	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)
P09620	KEX1_YEAST	729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
A6QX86	KEX1_AJECN	634	Ajellomyces capsulatus (strain NAm1 / WU24) (Darling's disease fungus) (Histoplasma capsulatum)
Q752M5	KEX1_ASHGO	599	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)
Q4WTK9	KEX1_ASPFU	632	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)
Q2UPI1	KEX1_ASPOR	625	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)
C4Y8B4	KEX1_CLAL4	654	Clavispora lusitaniae (strain ATCC 42720) (Yeast) (Candida lusitaniae)
Q6CKK4	KEX1_KLULA	642	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)
A1D3I1	KEX1_NEOFI	632	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)
